,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4830,Attrited Customer,50.0,F,4.0,Graduate,Single,Less than $40K,Blue,44.0,2.0,3.0,2.0,3201.0,2517.0,0.445,1880.0,42.0,0.355,0.7859999999999999
4831,Existing Customer,44.0,M,4.0,Uneducated,Unknown,$60K - $80K,Blue,36.0,6.0,1.0,3.0,2761.0,0.0,0.619,3706.0,65.0,0.585,0.0
4833,Existing Customer,47.0,F,3.0,High School,Single,Unknown,Blue,41.0,5.0,1.0,3.0,5630.0,748.0,0.804,4904.0,81.0,0.7609999999999999,0.133
4834,Existing Customer,35.0,F,1.0,Graduate,Single,Unknown,Blue,36.0,6.0,2.0,3.0,6622.0,2126.0,1.041,3668.0,60.0,0.818,0.321
4835,Existing Customer,51.0,M,0.0,Graduate,Married,$120K +,Blue,36.0,4.0,2.0,3.0,18733.0,1292.0,0.442,5080.0,85.0,0.491,0.069
4836,Existing Customer,36.0,F,3.0,Graduate,Single,$40K - $60K,Blue,18.0,4.0,3.0,3.0,2265.0,1345.0,0.8079999999999999,4009.0,73.0,0.49,0.594
4837,Existing Customer,33.0,F,2.0,Unknown,Married,$40K - $60K,Blue,19.0,4.0,3.0,4.0,2907.0,1537.0,0.79,4390.0,76.0,1.0,0.529
4838,Attrited Customer,32.0,F,0.0,Uneducated,Married,Unknown,Blue,36.0,6.0,3.0,2.0,8791.0,0.0,0.894,2579.0,51.0,0.594,0.0
4839,Attrited Customer,59.0,F,0.0,Doctorate,Married,Less than $40K,Blue,52.0,6.0,4.0,2.0,2302.0,0.0,0.52,2256.0,40.0,0.667,0.0
4841,Existing Customer,50.0,F,1.0,High School,Married,Less than $40K,Blue,32.0,4.0,1.0,3.0,2055.0,1276.0,0.8690000000000001,5025.0,70.0,0.7070000000000001,0.621
4842,Existing Customer,39.0,F,1.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,5.0,3.0,2.0,2147.0,771.0,0.69,4631.0,76.0,0.767,0.359
4843,Existing Customer,49.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,45.0,3.0,3.0,3.0,1757.0,1307.0,0.769,4750.0,72.0,0.7559999999999999,0.7440000000000001
4844,Attrited Customer,43.0,M,3.0,College,Married,$80K - $120K,Blue,25.0,3.0,3.0,3.0,2900.0,2517.0,0.7190000000000001,2180.0,31.0,0.409,0.868
4845,Existing Customer,41.0,F,2.0,Graduate,Single,Less than $40K,Blue,29.0,4.0,2.0,3.0,2670.0,2079.0,0.649,3895.0,59.0,0.7879999999999999,0.779
4846,Existing Customer,51.0,M,2.0,Unknown,Divorced,$80K - $120K,Blue,38.0,4.0,2.0,3.0,21382.0,1692.0,0.731,3060.0,66.0,0.65,0.079
4847,Existing Customer,54.0,F,0.0,College,Married,$40K - $60K,Blue,46.0,6.0,2.0,3.0,2254.0,533.0,1.043,4913.0,84.0,0.909,0.23600000000000002
4848,Existing Customer,40.0,F,5.0,Unknown,Single,Unknown,Blue,31.0,6.0,3.0,1.0,4433.0,1488.0,0.669,3847.0,76.0,0.9,0.336
4849,Existing Customer,55.0,F,2.0,Graduate,Married,Less than $40K,Blue,36.0,4.0,2.0,4.0,1438.3,739.0,0.727,4078.0,77.0,0.54,0.514
4850,Attrited Customer,49.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,29.0,6.0,3.0,3.0,2520.0,1473.0,0.515,2061.0,36.0,0.24100000000000002,0.585
4851,Attrited Customer,41.0,F,3.0,Graduate,Single,$40K - $60K,Blue,31.0,4.0,3.0,2.0,5655.0,1154.0,0.7020000000000001,2189.0,51.0,0.7,0.204
4852,Existing Customer,48.0,M,4.0,Unknown,Divorced,$60K - $80K,Blue,31.0,4.0,1.0,1.0,1438.3,0.0,0.836,4509.0,74.0,0.451,0.0
4853,Existing Customer,44.0,F,3.0,Unknown,Single,Less than $40K,Blue,34.0,3.0,3.0,4.0,2786.0,1635.0,0.9209999999999999,4532.0,82.0,1.0,0.5870000000000001
4855,Existing Customer,43.0,M,3.0,Unknown,Unknown,$60K - $80K,Blue,32.0,4.0,1.0,3.0,2476.0,1944.0,0.8809999999999999,4025.0,65.0,0.585,0.785
4856,Attrited Customer,52.0,M,3.0,Uneducated,Married,$80K - $120K,Blue,44.0,3.0,3.0,3.0,11606.0,0.0,0.797,2623.0,39.0,0.39299999999999996,0.0
4857,Existing Customer,45.0,F,3.0,Unknown,Married,Unknown,Blue,36.0,6.0,1.0,3.0,8459.0,757.0,0.648,4677.0,87.0,0.6729999999999999,0.08900000000000001
4858,Existing Customer,48.0,F,2.0,Graduate,Single,Unknown,Blue,29.0,6.0,1.0,2.0,9554.0,2337.0,0.79,4049.0,71.0,0.69,0.245
4859,Existing Customer,50.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,43.0,4.0,3.0,3.0,4388.0,642.0,0.815,3836.0,81.0,0.723,0.146
4860,Existing Customer,43.0,M,2.0,Graduate,Married,$60K - $80K,Blue,28.0,6.0,3.0,2.0,19826.0,1389.0,0.614,3561.0,73.0,0.659,0.07
4861,Existing Customer,34.0,F,1.0,Graduate,Married,$40K - $60K,Blue,27.0,3.0,1.0,3.0,2173.0,0.0,0.922,4392.0,83.0,0.7659999999999999,0.0
4862,Existing Customer,48.0,F,3.0,Unknown,Unknown,$40K - $60K,Blue,36.0,6.0,2.0,2.0,2545.0,1894.0,0.9109999999999999,4660.0,68.0,0.789,0.7440000000000001
4863,Attrited Customer,49.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,5.0,2.0,4.0,1757.0,0.0,0.89,2557.0,45.0,0.406,0.0
4864,Existing Customer,54.0,M,2.0,Graduate,Married,$80K - $120K,Blue,37.0,3.0,2.0,3.0,3164.0,2201.0,0.679,4410.0,86.0,0.623,0.696
4865,Existing Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,40.0,6.0,2.0,2.0,6022.0,871.0,0.6,3745.0,74.0,0.423,0.145
4866,Attrited Customer,46.0,F,3.0,College,Married,Less than $40K,Blue,36.0,2.0,3.0,4.0,1804.0,0.0,0.537,2077.0,44.0,0.419,0.0
4867,Existing Customer,53.0,M,2.0,Uneducated,Divorced,$120K +,Blue,42.0,4.0,2.0,2.0,22664.0,0.0,0.7490000000000001,4586.0,89.0,0.745,0.0
4868,Existing Customer,39.0,M,3.0,Graduate,Single,$60K - $80K,Blue,36.0,5.0,3.0,4.0,2527.0,2204.0,0.9,4598.0,85.0,0.7709999999999999,0.872
4869,Attrited Customer,49.0,F,0.0,Doctorate,Married,Less than $40K,Blue,40.0,3.0,4.0,4.0,3547.0,2517.0,0.805,2715.0,45.0,0.731,0.71
4870,Existing Customer,52.0,F,1.0,College,Single,Less than $40K,Blue,43.0,5.0,2.0,3.0,1438.3,604.0,0.81,4219.0,83.0,0.6940000000000001,0.42
4871,Existing Customer,51.0,F,1.0,College,Married,Unknown,Blue,38.0,3.0,2.0,4.0,6182.0,1516.0,1.137,3801.0,61.0,0.968,0.245
4873,Existing Customer,49.0,F,2.0,College,Married,Less than $40K,Blue,36.0,4.0,3.0,3.0,2154.0,1490.0,0.727,3664.0,63.0,0.853,0.6920000000000001
4874,Existing Customer,46.0,M,3.0,Graduate,Unknown,$60K - $80K,Blue,36.0,6.0,3.0,4.0,2179.0,1632.0,0.8009999999999999,4025.0,69.0,0.6829999999999999,0.7490000000000001
4875,Existing Customer,59.0,M,0.0,Uneducated,Single,$60K - $80K,Blue,48.0,5.0,1.0,3.0,4906.0,1302.0,0.862,4833.0,80.0,0.905,0.265
4876,Existing Customer,38.0,F,1.0,Unknown,Married,$40K - $60K,Blue,26.0,5.0,3.0,1.0,2346.0,1407.0,0.77,4116.0,79.0,0.975,0.6
4877,Existing Customer,45.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,2.0,3.0,4753.0,0.0,0.856,3895.0,71.0,0.578,0.0
4878,Attrited Customer,44.0,F,2.0,Graduate,Divorced,Less than $40K,Blue,36.0,3.0,2.0,3.0,1880.0,0.0,0.519,2469.0,34.0,0.41700000000000004,0.0
4880,Existing Customer,49.0,F,1.0,Graduate,Married,$40K - $60K,Blue,36.0,5.0,3.0,1.0,2721.0,1527.0,0.743,4622.0,88.0,0.725,0.561
4882,Existing Customer,41.0,F,4.0,Graduate,Single,Less than $40K,Blue,24.0,3.0,3.0,1.0,2069.0,1393.0,0.875,4962.0,70.0,0.75,0.6729999999999999
4884,Existing Customer,39.0,M,4.0,Uneducated,Married,$80K - $120K,Blue,27.0,6.0,4.0,2.0,1438.3,0.0,0.797,4282.0,69.0,0.725,0.0
4885,Existing Customer,41.0,M,3.0,Graduate,Divorced,Less than $40K,Blue,23.0,5.0,2.0,4.0,1438.3,0.0,0.735,4416.0,68.0,0.7440000000000001,0.0
4886,Attrited Customer,65.0,M,0.0,Graduate,Single,Unknown,Blue,48.0,1.0,4.0,3.0,1671.0,0.0,0.725,2701.0,51.0,0.889,0.0
4887,Attrited Customer,44.0,F,5.0,Graduate,Single,Less than $40K,Blue,37.0,1.0,2.0,4.0,1491.0,0.0,0.551,1970.0,46.0,0.484,0.0
4891,Existing Customer,47.0,M,3.0,Unknown,Single,$60K - $80K,Blue,36.0,3.0,2.0,1.0,2589.0,1693.0,0.878,4259.0,83.0,0.7659999999999999,0.654
4892,Existing Customer,38.0,M,1.0,Graduate,Unknown,$80K - $120K,Blue,25.0,4.0,2.0,4.0,8138.0,0.0,0.596,4839.0,61.0,0.649,0.0
4893,Existing Customer,51.0,F,3.0,Graduate,Married,Unknown,Blue,37.0,6.0,1.0,1.0,4502.0,1785.0,1.014,4469.0,87.0,0.812,0.396
4896,Existing Customer,53.0,M,4.0,College,Unknown,$60K - $80K,Blue,44.0,5.0,3.0,1.0,7026.0,1728.0,0.669,3935.0,66.0,1.0,0.24600000000000002
4897,Existing Customer,50.0,M,2.0,High School,Married,$80K - $120K,Blue,36.0,6.0,2.0,1.0,16388.0,2001.0,0.547,4477.0,83.0,0.66,0.122
4898,Attrited Customer,30.0,F,1.0,Graduate,Married,Less than $40K,Blue,36.0,2.0,2.0,3.0,2905.0,2517.0,0.725,2487.0,39.0,0.39299999999999996,0.866
4899,Existing Customer,41.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,31.0,6.0,2.0,4.0,2404.0,1887.0,0.5920000000000001,4489.0,75.0,0.7440000000000001,0.785
4900,Attrited Customer,55.0,F,4.0,High School,Married,Less than $40K,Blue,36.0,4.0,2.0,3.0,1477.0,0.0,0.7190000000000001,2419.0,49.0,0.531,0.0
4901,Attrited Customer,43.0,F,4.0,Post-Graduate,Divorced,Less than $40K,Blue,30.0,4.0,3.0,3.0,3556.0,2517.0,0.6509999999999999,2639.0,53.0,0.71,0.708
4903,Existing Customer,41.0,F,3.0,Post-Graduate,Unknown,$40K - $60K,Blue,29.0,6.0,1.0,3.0,14345.0,960.0,0.8170000000000001,4045.0,72.0,0.946,0.067
4904,Existing Customer,47.0,F,3.0,High School,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,6524.0,1993.0,0.815,4267.0,66.0,0.8859999999999999,0.305
4905,Existing Customer,55.0,F,1.0,Unknown,Married,Less than $40K,Blue,46.0,5.0,1.0,4.0,2281.0,920.0,0.5760000000000001,3968.0,66.0,0.833,0.40299999999999997
4906,Existing Customer,47.0,F,4.0,College,Married,Less than $40K,Blue,38.0,3.0,1.0,2.0,2633.0,1924.0,0.8059999999999999,3407.0,66.0,0.535,0.731
4907,Existing Customer,51.0,M,3.0,Graduate,Married,$80K - $120K,Blue,31.0,6.0,1.0,2.0,7693.0,0.0,0.579,4573.0,93.0,0.632,0.0
4909,Existing Customer,49.0,F,2.0,Unknown,Single,Unknown,Blue,39.0,4.0,1.0,3.0,11320.0,0.0,0.669,2845.0,57.0,0.727,0.0
4910,Existing Customer,53.0,F,1.0,College,Single,Less than $40K,Blue,35.0,3.0,2.0,4.0,2482.0,916.0,0.632,4295.0,72.0,0.532,0.369
4913,Existing Customer,53.0,F,4.0,Unknown,Single,Less than $40K,Blue,34.0,6.0,2.0,2.0,6721.0,1115.0,0.79,3718.0,51.0,0.759,0.166
4914,Existing Customer,49.0,M,2.0,College,Single,$60K - $80K,Blue,41.0,6.0,3.0,4.0,6205.0,2233.0,0.662,3906.0,64.0,0.684,0.36
4915,Existing Customer,35.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,2.0,3.0,2624.0,1458.0,0.809,4487.0,61.0,0.743,0.556
4916,Attrited Customer,40.0,F,3.0,Graduate,Married,Less than $40K,Blue,29.0,6.0,2.0,4.0,1479.0,458.0,0.466,1811.0,44.0,0.517,0.31
4918,Attrited Customer,53.0,F,1.0,Graduate,Married,Unknown,Blue,36.0,6.0,3.0,1.0,5842.0,198.0,0.396,1828.0,44.0,0.517,0.034
4919,Existing Customer,42.0,F,4.0,Unknown,Married,Less than $40K,Blue,30.0,4.0,2.0,3.0,8777.0,1668.0,0.85,4141.0,83.0,0.66,0.19
4921,Attrited Customer,46.0,M,1.0,Uneducated,Married,$60K - $80K,Blue,34.0,3.0,3.0,4.0,15060.0,0.0,0.545,1611.0,42.0,0.4,0.0
4923,Existing Customer,47.0,M,4.0,Unknown,Divorced,$40K - $60K,Blue,35.0,3.0,2.0,1.0,4907.0,773.0,0.517,5088.0,71.0,0.6509999999999999,0.158
4924,Existing Customer,51.0,F,1.0,Uneducated,Married,Unknown,Blue,44.0,6.0,2.0,1.0,3553.0,0.0,0.8440000000000001,4923.0,89.0,0.648,0.0
4925,Existing Customer,41.0,F,4.0,High School,Single,Unknown,Blue,28.0,4.0,2.0,2.0,2515.0,1313.0,0.981,4370.0,68.0,0.7,0.522
4926,Attrited Customer,41.0,M,4.0,Unknown,Single,$80K - $120K,Blue,28.0,1.0,2.0,4.0,4428.0,0.0,0.865,2331.0,36.0,0.28600000000000003,0.0
4927,Existing Customer,43.0,M,1.0,High School,Married,$40K - $60K,Blue,25.0,6.0,3.0,3.0,1616.0,0.0,0.794,4961.0,78.0,0.8140000000000001,0.0
4929,Existing Customer,42.0,F,1.0,Uneducated,Married,Less than $40K,Blue,29.0,3.0,4.0,2.0,2756.0,1911.0,0.774,4656.0,62.0,0.879,0.693
4930,Attrited Customer,50.0,F,3.0,High School,Married,Less than $40K,Blue,40.0,6.0,2.0,4.0,2897.0,1506.0,0.618,2214.0,46.0,0.484,0.52
4932,Existing Customer,46.0,F,1.0,Graduate,Single,$40K - $60K,Blue,34.0,4.0,2.0,2.0,3569.0,0.0,0.706,4186.0,72.0,0.636,0.0
4935,Existing Customer,57.0,F,3.0,College,Single,$40K - $60K,Blue,44.0,3.0,1.0,2.0,2817.0,1864.0,0.7,4535.0,82.0,0.745,0.662
4936,Existing Customer,53.0,F,1.0,Uneducated,Single,Less than $40K,Blue,43.0,6.0,2.0,3.0,2126.0,1257.0,0.632,4340.0,70.0,0.892,0.591
4937,Existing Customer,43.0,F,2.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,1.0,4.0,2573.0,1640.0,0.873,4094.0,77.0,0.638,0.637
4940,Existing Customer,41.0,F,3.0,High School,Unknown,Unknown,Blue,36.0,5.0,1.0,2.0,5869.0,0.0,0.713,4191.0,65.0,0.857,0.0
4941,Attrited Customer,47.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,41.0,3.0,2.0,3.0,4586.0,0.0,0.812,2529.0,43.0,0.433,0.0
4942,Existing Customer,50.0,F,2.0,College,Single,Less than $40K,Blue,41.0,6.0,3.0,4.0,1438.3,0.0,0.872,4617.0,67.0,0.634,0.0
4943,Existing Customer,46.0,M,5.0,Unknown,Married,$60K - $80K,Blue,35.0,3.0,3.0,3.0,1790.0,796.0,0.722,3539.0,57.0,0.966,0.445
4946,Attrited Customer,47.0,F,2.0,College,Married,Less than $40K,Blue,36.0,6.0,2.0,3.0,5667.0,2517.0,0.684,2176.0,38.0,0.267,0.444
4947,Existing Customer,47.0,M,4.0,College,Single,$60K - $80K,Blue,41.0,5.0,2.0,3.0,15594.0,0.0,0.631,4745.0,75.0,0.7859999999999999,0.0
4948,Attrited Customer,47.0,F,3.0,High School,Married,Unknown,Blue,39.0,6.0,3.0,4.0,11410.0,979.0,1.0490000000000002,2736.0,38.0,0.462,0.086
4949,Attrited Customer,47.0,M,3.0,Doctorate,Married,$60K - $80K,Blue,36.0,6.0,3.0,1.0,1584.0,1214.0,0.887,2628.0,41.0,0.64,0.7659999999999999
4950,Existing Customer,44.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,29.0,4.0,3.0,3.0,13298.0,1694.0,0.8240000000000001,3476.0,66.0,0.784,0.127
4951,Attrited Customer,51.0,F,2.0,Unknown,Married,Less than $40K,Blue,36.0,1.0,2.0,2.0,2114.0,0.0,0.875,2872.0,45.0,0.5,0.0
4953,Existing Customer,41.0,F,5.0,Uneducated,Single,Less than $40K,Blue,30.0,4.0,2.0,1.0,1762.0,1051.0,0.785,4986.0,80.0,0.7390000000000001,0.596
4954,Existing Customer,47.0,F,1.0,Uneducated,Married,Less than $40K,Blue,36.0,6.0,3.0,3.0,2245.0,1503.0,0.754,3344.0,54.0,0.5429999999999999,0.669
4955,Existing Customer,47.0,M,1.0,Uneducated,Married,$40K - $60K,Blue,36.0,3.0,2.0,3.0,8168.0,2137.0,0.659,3554.0,82.0,0.8220000000000001,0.262
4956,Attrited Customer,41.0,M,2.0,Graduate,Single,$60K - $80K,Blue,36.0,3.0,2.0,1.0,2238.0,0.0,0.452,2063.0,42.0,0.5,0.0
4957,Attrited Customer,54.0,F,2.0,Doctorate,Married,Less than $40K,Blue,41.0,2.0,2.0,3.0,3881.0,2517.0,0.815,2463.0,38.0,0.40700000000000003,0.649
4958,Existing Customer,44.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,3.0,1.0,3.0,20485.0,0.0,0.7509999999999999,3024.0,51.0,1.04,0.0
4959,Existing Customer,44.0,F,2.0,Doctorate,Divorced,Unknown,Blue,39.0,6.0,4.0,1.0,9856.0,671.0,0.662,5408.0,83.0,0.7290000000000001,0.068
4960,Existing Customer,44.0,M,3.0,High School,Single,Less than $40K,Blue,38.0,6.0,1.0,2.0,2111.0,1047.0,0.971,4830.0,82.0,0.9520000000000001,0.496
4961,Existing Customer,43.0,F,3.0,Unknown,Divorced,Less than $40K,Blue,30.0,3.0,2.0,1.0,2905.0,2079.0,0.789,4444.0,84.0,0.909,0.716
4963,Existing Customer,47.0,F,2.0,Post-Graduate,Divorced,$40K - $60K,Blue,33.0,6.0,2.0,3.0,5624.0,1216.0,0.691,3843.0,66.0,1.0,0.21600000000000003
4964,Existing Customer,44.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,6.0,2.0,3.0,1656.0,1429.0,0.777,4258.0,77.0,0.75,0.863
4965,Attrited Customer,42.0,M,2.0,Uneducated,Married,$40K - $60K,Blue,30.0,1.0,3.0,3.0,3032.0,0.0,0.429,2273.0,44.0,0.517,0.0
4967,Existing Customer,40.0,F,3.0,Uneducated,Divorced,$40K - $60K,Blue,28.0,3.0,1.0,3.0,6608.0,2270.0,0.75,4033.0,58.0,0.657,0.344
4968,Existing Customer,47.0,F,3.0,Graduate,Single,Less than $40K,Blue,43.0,4.0,2.0,4.0,5062.0,1423.0,0.775,4535.0,68.0,0.41700000000000004,0.281
4969,Existing Customer,44.0,M,3.0,Uneducated,Single,$40K - $60K,Blue,30.0,3.0,3.0,2.0,1547.0,0.0,0.792,4348.0,63.0,0.615,0.0
4970,Existing Customer,60.0,F,0.0,Uneducated,Single,Less than $40K,Silver,49.0,3.0,1.0,1.0,11060.0,1647.0,0.938,4545.0,83.0,0.7659999999999999,0.149
4971,Existing Customer,41.0,F,2.0,High School,Married,$40K - $60K,Blue,26.0,5.0,1.0,2.0,1438.3,0.0,0.66,4300.0,67.0,0.675,0.0
4972,Existing Customer,46.0,F,2.0,Unknown,Single,Less than $40K,Blue,33.0,4.0,3.0,2.0,3670.0,0.0,0.797,4811.0,68.0,0.889,0.0
4973,Existing Customer,42.0,F,3.0,Uneducated,Single,Less than $40K,Blue,38.0,4.0,1.0,4.0,1538.0,868.0,0.828,5228.0,61.0,0.6940000000000001,0.564
4974,Existing Customer,54.0,F,3.0,High School,Married,$40K - $60K,Blue,49.0,5.0,1.0,2.0,1438.3,886.0,0.8220000000000001,4385.0,91.0,0.7170000000000001,0.616
4975,Attrited Customer,45.0,F,3.0,College,Married,Less than $40K,Blue,36.0,4.0,2.0,4.0,2330.0,2294.0,0.456,2107.0,40.0,0.33299999999999996,0.985
4976,Existing Customer,49.0,M,1.0,High School,Single,$60K - $80K,Blue,40.0,6.0,2.0,2.0,3170.0,1428.0,0.8759999999999999,4097.0,72.0,0.565,0.45
4977,Existing Customer,42.0,F,2.0,Post-Graduate,Divorced,Less than $40K,Blue,26.0,5.0,2.0,3.0,2120.0,1527.0,0.7440000000000001,4741.0,86.0,0.72,0.72
4978,Existing Customer,53.0,M,0.0,Graduate,Single,$80K - $120K,Blue,34.0,3.0,1.0,4.0,20231.0,1434.0,0.5429999999999999,5002.0,78.0,0.66,0.071
4979,Attrited Customer,48.0,F,4.0,Doctorate,Unknown,Unknown,Blue,24.0,4.0,2.0,3.0,1438.3,0.0,0.738,2306.0,46.0,0.484,0.0
4980,Existing Customer,45.0,F,4.0,Graduate,Married,Less than $40K,Blue,38.0,6.0,3.0,2.0,5583.0,0.0,0.748,3317.0,71.0,0.821,0.0
4981,Existing Customer,41.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,30.0,5.0,3.0,4.0,7764.0,621.0,0.67,3955.0,72.0,0.7559999999999999,0.08
4983,Attrited Customer,45.0,M,2.0,College,Single,$60K - $80K,Blue,29.0,3.0,2.0,4.0,3841.0,0.0,0.794,2832.0,48.0,0.846,0.0
4984,Existing Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,39.0,4.0,3.0,3.0,2001.0,909.0,0.772,4238.0,63.0,0.8,0.45399999999999996
4985,Existing Customer,44.0,F,3.0,High School,Single,Less than $40K,Blue,37.0,3.0,2.0,2.0,8512.0,1471.0,0.867,4056.0,81.0,0.841,0.17300000000000001
4986,Existing Customer,47.0,F,3.0,Uneducated,Divorced,$40K - $60K,Blue,30.0,5.0,3.0,2.0,5869.0,2517.0,0.505,4166.0,85.0,0.809,0.429
4987,Existing Customer,44.0,F,5.0,Unknown,Married,Unknown,Blue,36.0,4.0,2.0,3.0,5791.0,0.0,0.645,4556.0,67.0,0.861,0.0
4989,Existing Customer,49.0,M,3.0,Unknown,Married,$80K - $120K,Blue,43.0,6.0,1.0,1.0,2191.0,1414.0,0.635,3967.0,76.0,0.767,0.645
4990,Existing Customer,37.0,M,2.0,Unknown,Single,$60K - $80K,Blue,32.0,4.0,1.0,1.0,2865.0,1176.0,0.665,3462.0,61.0,0.9059999999999999,0.41
4991,Existing Customer,43.0,M,4.0,Graduate,Married,$120K +,Blue,31.0,6.0,1.0,3.0,6467.0,1887.0,0.442,4098.0,61.0,0.605,0.292
4993,Existing Customer,58.0,F,2.0,Graduate,Single,$40K - $60K,Blue,50.0,4.0,3.0,3.0,5386.0,0.0,0.777,4846.0,84.0,0.68,0.0
4994,Existing Customer,46.0,F,3.0,Graduate,Single,Less than $40K,Blue,28.0,5.0,3.0,3.0,1438.3,576.0,0.774,5098.0,66.0,0.833,0.4
4995,Existing Customer,59.0,F,0.0,Uneducated,Single,Unknown,Blue,46.0,5.0,1.0,4.0,5402.0,892.0,0.782,4770.0,83.0,0.596,0.165
4996,Attrited Customer,49.0,F,3.0,Uneducated,Single,Unknown,Blue,36.0,4.0,2.0,3.0,3855.0,211.0,0.485,1724.0,34.0,0.308,0.055
4997,Attrited Customer,42.0,F,1.0,Unknown,Married,Less than $40K,Blue,36.0,3.0,3.0,4.0,2983.0,0.0,0.865,2509.0,46.0,0.586,0.0
4998,Existing Customer,54.0,F,2.0,Doctorate,Divorced,Less than $40K,Blue,43.0,6.0,1.0,3.0,1438.3,1120.0,0.8170000000000001,4880.0,77.0,0.75,0.779
4999,Attrited Customer,31.0,F,0.0,Post-Graduate,Divorced,Less than $40K,Blue,36.0,6.0,3.0,3.0,4871.0,0.0,0.89,2773.0,34.0,0.789,0.0
5000,Existing Customer,40.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,29.0,5.0,1.0,2.0,2636.0,1953.0,0.9159999999999999,4584.0,70.0,0.591,0.741
5001,Existing Customer,32.0,F,2.0,Post-Graduate,Married,$40K - $60K,Blue,24.0,5.0,3.0,1.0,1553.0,1177.0,0.638,4549.0,68.0,0.659,0.758
5002,Attrited Customer,45.0,F,3.0,High School,Married,$40K - $60K,Blue,37.0,4.0,2.0,4.0,3304.0,0.0,0.532,1731.0,32.0,0.28,0.0
5004,Existing Customer,53.0,F,1.0,High School,Single,Less than $40K,Blue,47.0,6.0,2.0,3.0,3378.0,2134.0,0.541,4464.0,83.0,0.93,0.632
5005,Existing Customer,34.0,F,3.0,Uneducated,Single,$40K - $60K,Blue,27.0,3.0,2.0,4.0,2313.0,1775.0,0.773,4317.0,68.0,0.545,0.767
5007,Existing Customer,60.0,F,1.0,College,Single,$40K - $60K,Blue,50.0,5.0,1.0,3.0,1438.3,0.0,0.578,4148.0,84.0,0.7140000000000001,0.0
5008,Existing Customer,40.0,M,2.0,College,Single,$80K - $120K,Blue,36.0,5.0,1.0,4.0,14544.0,0.0,0.768,4064.0,92.0,0.769,0.0
5010,Existing Customer,44.0,F,2.0,Unknown,Married,Less than $40K,Blue,33.0,5.0,3.0,2.0,2337.0,698.0,0.836,4048.0,83.0,0.8859999999999999,0.299
5011,Existing Customer,49.0,F,2.0,High School,Married,$40K - $60K,Blue,39.0,5.0,3.0,4.0,2720.0,1926.0,0.602,3806.0,61.0,0.794,0.708
5012,Existing Customer,44.0,M,2.0,Graduate,Unknown,$80K - $120K,Blue,37.0,3.0,1.0,3.0,1965.0,1021.0,0.516,3968.0,57.0,0.7809999999999999,0.52
5014,Existing Customer,52.0,F,0.0,Post-Graduate,Single,Less than $40K,Blue,40.0,4.0,3.0,2.0,1438.3,797.0,0.87,4673.0,69.0,0.568,0.5539999999999999
5015,Existing Customer,47.0,F,1.0,High School,Married,Less than $40K,Blue,41.0,3.0,3.0,4.0,2709.0,2034.0,0.606,4915.0,92.0,0.84,0.7509999999999999
5017,Existing Customer,41.0,M,2.0,High School,Married,$60K - $80K,Blue,36.0,6.0,2.0,2.0,4499.0,0.0,0.765,4906.0,75.0,0.667,0.0
5018,Attrited Customer,33.0,F,3.0,Post-Graduate,Unknown,Unknown,Blue,25.0,3.0,2.0,4.0,4734.0,2517.0,0.483,2275.0,55.0,0.897,0.532
5019,Attrited Customer,55.0,M,2.0,Graduate,Married,$120K +,Blue,36.0,3.0,2.0,4.0,4697.0,0.0,0.544,1867.0,34.0,0.478,0.0
5021,Existing Customer,47.0,M,3.0,Doctorate,Unknown,$60K - $80K,Blue,36.0,4.0,1.0,2.0,2572.0,1093.0,0.615,5038.0,86.0,0.83,0.425
5022,Existing Customer,56.0,M,1.0,Uneducated,Unknown,$60K - $80K,Blue,43.0,5.0,1.0,4.0,3110.0,2378.0,0.9740000000000001,3395.0,75.0,0.8290000000000001,0.765
5023,Existing Customer,41.0,M,4.0,Unknown,Married,$60K - $80K,Blue,36.0,5.0,3.0,2.0,1734.0,857.0,0.752,4741.0,84.0,0.7140000000000001,0.494
